time,amount
3.672395323503518,2.3827842950689657
2.628687202111641,4.028316303708371
3.068290491911574,4.867386971899569
3.1779668282851876,4.224653853396749
4.09058277868009,4.126540418316116
3.2852048934569487,2.7965978527849806
4.348007312391291,3.662234431192535
3.6854311988295083,3.4160690968437386
4.401671735273995,3.6697121300775253
2.804049688398688,2.1502871609139707
1.2440879326664658,3.921514086986327
4.0862042929557,3.3428212896512464
3.513047588495019,2.957414606796741
3.4553123817951374,2.8651643143155408
3.652123567943622,4.0744843744931165
3.1815979407050032,2.7295130380801074
2.2358474313912966,3.799086979111827
2.3931579276414077,3.007433087192502
4.534665534179639,2.9558830726489083
3.8027631784371536,3.2780330555112824
3.6057892807861713,4.951929337570066
1.8934432808654704,3.211406942197929
3.9976782778341104,2.6833901077233504
2.933499008845356,3.010529736247267
3.0399491084214567,3.5434203908774595
2.8395218886433464,2.5323025763641827
4.201780679674566,2.7792518027775985
2.55951259899013,3.440816522900217
3.9396907526675773,3.5531568266693747
3.6698776873651724,4.182099217620063
1.3475794126179932,3.217142451845473
3.9347536863809687,3.7991344976592636
3.0216001484683144,4.08173913646595
2.3967256756336623,4.4033294145704795
2.6035376546732016,4.649851909891593
3.8828471749727305,4.106238485162654
3.4459811841013748,3.3569239144763907
1.7389896498965975,2.6518210554887087
4.569883883024616,3.2257558563249424
2.725354124590992,4.393234130315414
3.9509160280814593,3.28260768181171
2.7168324630134286,3.1578783801440555
1.989592693132111,3.1687011844405766
3.0106070990490883,4.158150330157739
4.432113106976268,3.082231303653197
3.774644770064371,3.1578783329994566
3.2619433012047496,2.548803388008241
3.220526526651582,3.1534126363571664
3.259745824978162,3.6720688845260745
3.5906537748645806,4.871992800173521
2.472908177917106,3.413655196771862
3.606488428410156,5.070744701640253
2.9498395685707077,4.59158000999806
3.2019667105788265,3.862899198427257
2.24427636159026,4.952798803292302
4.218715379646925,4.004983696047235
3.3934833697859688,2.3082459420615686
2.347989606591944,4.033992686085335
4.571428005538616,4.281638230421747
2.8138814365671805,2.7341709850579465
3.4962690243068204,3.3637637099314373
3.6418723592674724,2.7274227791786414
3.23147628443198,3.0851240579087995
2.797083741745174,2.698491046655625
3.7348096070431973,3.6344084082859105
2.8987411537357426,3.25826972536638
2.1216336514492866,3.79661767499359
3.4773008024470027,3.0308070953137123
2.5714499044107733,5.120979793497596
3.999177381445134,2.8923094012835175
4.637064192337423,3.482728615926302
4.1624152412651805,2.212985937315367
3.3244513774415214,4.023939702180616
3.336004077933905,3.6854804697424157
3.142916820275801,3.550471333322244
6.780355603139043,3.580834068499265
4.749316704989869,2.774263776778992
4.460558629290103,3.2166752513757477
2.836590871522745,2.849818994608281
5.124323704525946,3.8164390690331165
2.474173329078401,3.8810008511606955
3.5336572086357467,3.1521745726124055
3.4475075908327275,3.5683850599823104
2.017724513438795,3.022554397381449
2.982124070014751,2.8373034006082647
2.411911281066382,3.953448528257731
3.9686754707507346,2.8970297800803975
3.718539576223076,3.3599341255572015
4.029664393543717,4.848482615420697
4.3594594337024315,3.9722114123792833
3.787535552523733,4.942646605564802
2.7880078865165094,3.3420235835812395
1.5109038110740016,3.456482393207624
2.2187471176058984,3.6804698953492383
3.751637843314753,3.0599392232546228
1.6991596960654067,4.613767824911218
3.598901709386203,3.492010794119374
3.8528414358613836,3.24561923250013
3.4259040355010195,3.8997539045252405
4.2043961367626554,4.141303161597417
2.5654549137466702,3.660838196880406
2.2278189914733706,2.3641837919256705
2.9948518533443007,4.050364253128299
4.136054169906785,4.215258035531181
2.900353834449934,3.6421249895694996
3.665600501013019,5.1564710868945
2.8262988241337603,3.359725414852569
2.354007618826425,2.798864499950712
3.109175795815337,2.5436334072507956
3.0223259254179937,4.478246419568232
3.432546582086725,2.766992742497689
4.761581252154677,4.9000153068341294
2.456611615766267,4.6224908760709775
3.78042893093508,3.0701119656937577
4.327492324829017,2.949243603111723
3.5751810675203397,3.996675857296223
3.775928065606823,2.692000732133888
3.5994219789104225,4.180695023258338
3.480014020394167,2.4318387733352402
3.030908426162739,4.106269178192523
4.786979587895782,2.24179237247772
2.9362179492283786,3.1457968820573328
3.47996691602019,4.313363841615751
3.046347521714833,3.5714009142617327
3.8657487037166343,3.8739057584085517
3.8528152575642323,2.3006532223447382
3.2646360820624976,3.765263025871958
3.8635762611428186,3.1156982621115157
2.7002289696994066,2.8849716348161785
2.7200867762055587,3.555983057337541
2.9607039900979824,4.186262576068141
2.9809731086092537,2.893185414457971
2.964309789451257,3.4833114322146357
3.431722427299532,3.651008932474762
2.934915887320895,3.9510208712885455
4.181452815668045,3.5212807705671643
2.1447036022018775,3.130181863960629
3.0000344733621542,4.071000176364609
3.4646300136204524,4.766614467589955
4.506794714324253,3.2923662250504124
5.033472889295259,3.5842029247918314
3.219827565184143,3.7932255815550047
1.9993449582323404,3.8980808583354682
2.672014879733737,5.001148679818365
3.6364276035162906,3.7138715816854297
4.023570721837662,3.847374814724122
5.234874431525882,2.616776128391656
3.0671998062849997,3.399352229892327
3.2389994783151588,2.912434478796374
3.6381043853987505,4.403839281140905
3.375561122012879,3.5572077877792005
3.7653947007458712,2.9854310108845112
3.145112108776215,2.4603401625293717
3.1477979171828534,4.976105741450405
3.394258906589394,3.0477789360491867
4.62227255636181,4.264969364792019
3.58160117906104,2.592418560036063
4.675581812132968,1.968879143106192
3.3433996700290844,3.774958813596987
3.736707528520038,4.251722460140449
4.458895469756925,2.939292650764312
2.8710134789123476,3.4359226625478985
3.5316880853781125,4.6725522107743345
3.9660951163087352,3.702190200152233
4.476551825717562,4.1409171983582524
3.582801188866814,3.7219607566865824
2.7155302793443745,3.23526005314106
4.697775386912779,2.9895077185489107
3.2834552576072205,5.071051010988574
3.0026459311067124,3.1763093709604817
3.481691685216381,2.4092930744947356
3.322866779092908,2.4509125910418725
1.8761429604347644,4.143728155636055
3.0152260121627448,5.131473145579544
3.270694396116906,3.351401426166376
2.6909799056625294,3.464579921241984
3.1284403696282697,3.3246132133068977
3.9807341475264444,2.9006838178311423
3.670661013608625,4.088113393077617
4.412788870676023,3.5971995525353897
3.886399203492114,3.2825123090577
5.071423644497633,4.032351634038794
4.621355287397525,3.1474170536519277
3.4197386400316154,3.6113115319464884
4.373691996305915,2.3528278660552657
3.5766238924268854,3.647785397625579
2.2834479717411655,4.583469369095254
3.3004574104012048,2.8251827392164572
3.292166897022294,3.24267508944334
3.2071459251540144,3.9427479888181933
2.61322378902374,2.845445236910975
2.582802868325394,3.864287276557145
2.7360453378561234,3.846132304045658
3.429025047136771,3.152307022320743
4.043039590818199,3.724410240301926
2.4443593709762323,4.301676486681812
1.436266241636531,3.6653717983586347
3.979577913118501,3.480550955929979
2.637132682424917,3.966823641957877
2.8007521300810705,4.832541410602561
2.8315638595615344,3.478150273429261
2.7313564556174827,3.5603004450852787
5.173481817452036,3.2748993666492727
3.6204040715334034,3.363460760484535
2.942445906315956,3.5569294280681922
4.548619145533602,6.025211585341683
2.6215459788521676,4.253801350683391
4.287769566732598,4.372836985670727
3.6351265899434724,3.1867323184275005
4.374882071670516,1.9359792266395888
2.9911649357267662,2.543358591482207
3.2948851996589186,4.738121651573456
3.400232407427563,3.6583179678463367
4.154646013457183,3.1804469299053157
4.227270146907583,3.690749082474105
3.9716385895195163,3.0660328834035706
4.530391832775557,3.8615610738760235
2.840097061246878,3.054081539043965
1.9093645832888488,2.767362589594216
3.5225603615329244,3.920939050833266
3.7098981883481517,3.495641673291391
1.6700603595102674,3.3145596615185116
3.1609899851482783,2.6025014092454506
3.306409405314918,2.330362855683262
4.101534131133732,3.9601837108236517
2.0740128713041326,3.837402649510999
2.474220431510785,3.2939093183696393
0.9184678521913581,3.658815498424475
3.1834809036285474,2.914214268132632
3.7455059288182198,2.6830239751239557
2.755681748734028,3.730485433074266
3.2187016651897875,3.2482690569391854
3.04450687673179,4.6793186396348405
3.681635068174462,5.033803445636794
2.3084190198839476,4.072769533937291
2.739949625442888,2.9023286281715848
2.310550757845634,3.478097762143047
3.657033723164402,2.6414978212898275
4.245041449754944,4.2028254877675835
4.051484285449266,4.626967155892165
3.1740566919576936,2.889237346873822
3.5112833014492177,3.840179699595682
2.5156215899783225,3.9431028146813407
3.1870835063001484,4.028146473245048
2.9379096218162366,4.8600990283314776
3.0739333361780257,4.9705898135459785
3.5836235728037864,2.219705704789588
4.54780261127229,2.2035452807852876
2.87872336986098,3.4504527283197115
3.865361759150395,2.430328141642449
2.5502587095258686,3.9770977240202505
3.212482375927979,3.28177171104865
3.088857382855067,3.0786559197214713
4.08679968617532,4.421792222945598
3.81856552002197,3.557012186458901
2.5335690836149523,3.8098814529407283
4.385190159891876,2.937398157224604
2.9763060469321143,4.178820948083446
4.466608216942739,3.8810108465923
5.493818916119874,2.8302397156664334
4.562263170027742,1.9311045397762658
3.530153121757592,5.208047287003203
2.8151132420151774,3.921201891165148
3.4081580561086517,3.7118090934102965
3.315140123847063,3.2696147727054545
4.168181659230726,3.6882452323397628
3.911508034047132,4.029642009344937
4.2385239818505545,3.253159008314597
4.25287847364897,3.957742001440118
3.3764872254395697,3.1736737484668223
3.539097874355892,3.9319378401818197
3.417102530546813,2.645222631244561
3.9042533122715537,3.8828242737589997
3.4598362179087374,3.546096623497742
3.8927550518183947,2.887221847058567
3.1550965835195868,2.7961248717707856
3.421338723119395,3.707875302416307
5.030454575171059,2.6488204665501973
4.222855545333603,2.3540675088428706
3.4218791735189007,3.245669460637988
4.151434620120407,2.970633156781164
4.224423860487944,3.8436623680187116
3.1352186380896474,2.585783022337262
4.818637858362286,3.916977528585151
4.463752283164425,3.490773828536995
3.6121231290242717,4.242839156573297
3.7596733770425463,4.160513595365417
4.195481708825047,5.215310528045858
4.045756614600244,3.0083110951075467
4.718761585803111,4.540108837635401
3.3770880557202956,3.0340605896529
2.5199877474140724,4.2617565501062575
4.020104847713487,3.3372759441735593
4.002789395529025,3.3767804847922482
2.745354943238375,3.3005550914070136
3.7017928789169834,5.009230584085476
4.652238471056364,3.790012383771569
4.539975734540496,4.104658067845547
5.1267860362696815,3.7222632840083887
3.5592766810660375,2.7825667118628474
3.78480842779219,3.6528660610838886
1.8399207517236196,3.676540920714708
3.8304283619393713,3.291020089898434
3.825247144894513,3.7464726052663626
3.4560525310884964,3.305847258809967
2.9525125923577553,2.096126186329294
2.6318046839764215,2.8527047898493105
5.352208791760021,2.5619234007356475
4.187780828771295,4.350342245016619
3.927267892230576,4.025299715125153
2.9912178764952477,3.4730545108910094
1.960963316006903,3.319545934011326
3.7022560781520766,2.717836847724442
